"","PatientRace","PatientGender","PatientLanguage","PrimaryDiagnosisDescription","Frequency"
"490","African American","Female","English","Megaesophagus in Chagas disease
37D53B18-3B08-46D7-A4EB-0198E996A2F6	2	K57.5	Diverticular disease of both small and large intestine without perforation or abscess
37D53B18-3B08-46D7-A4EB-0198E996A2F6	3	O9A.112	Malignant neoplasm complicating pregnancy, second trimester
37D53B18-3B08-46D7-A4EB-0198E996A2F6	4	C84.17	Sézary disease, spleen
29048480-5F92-47E7-A538-30EAB806B61E	1	H35.01	Changes in retinal vascular appearance
29048480-5F92-47E7-A538-30EAB806B61E	2	C60.0	Malignant neoplasm of prepuce
29048480-5F92-47E7-A538-30EAB806B61E	3	C74.0	Malignant neoplasm of cortex of adrenal gland
29048480-5F92-47E7-A538-30EAB806B61E	4	I25.75	Atherosclerosis of native coronary artery of transplanted heart with angina pectoris
1B562503-A907-4669-AF85-B7E29908661B	1	N71.0	Acute inflammatory disease of uterus
1B562503-A907-4669-AF85-B7E29908661B	2	J20.4	Acute bronchitis due to parainfluenza virus
1B562503-A907-4669-AF85-B7E29908661B	3	C16.1	Malignant neoplasm of fundus of stomach
1B562503-A907-4669-AF85-B7E29908661B	4	D16.7	Benign neoplasm of ribs, sternum and clavicle
3BAEA279-06EF-4B06-840C-B4B1E87382F2	1	Q21	Congenital malformations of cardiac septa
3BAEA279-06EF-4B06-840C-B4B1E87382F2	2	M51.04	Intervertebral disc disorders with myelopathy, thoracic region
3BAEA279-06EF-4B06-840C-B4B1E87382F2	3	M01.X8	Direct infection of vertebrae in infectious and parasitic diseases classified elsewhere
3BAEA279-06EF-4B06-840C-B4B1E87382F2	4	M90.54	Osteonecrosis in diseases classified elsewhere, hand
87DE3391-784E-4888-9553-22C095A35C81	1	T74.31	Adult psychological abuse, confirmed
87DE3391-784E-4888-9553-22C095A35C81	2	G52.2	Disorders of vagus nerve
359CA1C6-A932-479B-A196-B4C6FEB2C483	1	D10.1	Benign neoplasm of tongue
359CA1C6-A932-479B-A196-B4C6FEB2C483	2	M12.161	Kaschin-Beck disease, right knee
359CA1C6-A932-479B-A196-B4C6FEB2C483	3	B96.81	Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere
FFB1B318-DC71-40DA-9228-0AA6E37CD8D9	1	O10.213	Pre-existing hypertensive chronic kidney disease complicating pregnancy, third trimester
FFB1B318-DC71-40DA-9228-0AA6E37CD8D9	2	M05.332	Rheumatoid heart disease with rheumatoid arthritis of left wrist
FFB1B318-DC71-40DA-9228-0AA6E37CD8D9	3	F30.2	Manic episode, severe with psychotic symptoms
50752078-FCC1-4C7D-8AC9-6C445EF545EF	1	K57.5	Diverticular disease of both small and large intestine without perforation or abscess
50752078-FCC1-4C7D-8AC9-6C445EF545EF	2	D12.8	Benign neoplasm of rectum
50752078-FCC1-4C7D-8AC9-6C445EF545EF	3	M11.011	Hydroxyapatite deposition disease, right shoulder
50752078-FCC1-4C7D-8AC9-6C445EF545EF	4	H82.1	Vertiginous syndromes in diseases classified elsewhere, right ear
50752078-FCC1-4C7D-8AC9-6C445EF545EF	5	C05.0	Malignant neoplasm of hard palate
50752078-FCC1-4C7D-8AC9-6C445EF545EF	6	Z11	Encounter for screening for infectious and parasitic diseases
296BB629-043C-48A0-A6E5-E08279D115B9	1	J95.2	Acute pulmonary insufficiency following nonthoracic surgery
296BB629-043C-48A0-A6E5-E08279D115B9	2	O99.73	Diseases of the skin and subcutaneous tissue complicating the puerperium
296BB629-043C-48A0-A6E5-E08279D115B9	3	Z95.1	Presence of aortocoronary bypass graft
A4442D5F-CAC7-4825-BE56-B779AFD7CF87	1	O99.713	Diseases of the skin and subcutaneous tissue complicating pregnancy, third trimester
A4442D5F-CAC7-4825-BE56-B779AFD7CF87	2	J11.81	Influenza due to unidentified influenza virus with encephalopathy
AAE260D4-046D-4AD6-9ACD-C156A20008A3	1	M10.38	Gout due to renal impairment, vertebrae
AAE260D4-046D-4AD6-9ACD-C156A20008A3	2	M05.41	Rheumatoid myopathy with rheumatoid arthritis of shoulder
AAE260D4-046D-4AD6-9ACD-C156A20008A3	3	C92.62	Acute myeloid leukemia with 11q23-abnormality in relapse
AAE260D4-046D-4AD6-9ACD-C156A20008A3	4	C79.0	Secondary malignant neoplasm of kidney and renal pelvis
14178D2F-0CFA-4C64-8F67-8F8BD3772DEB	1	M11.071	Hydroxyapatite deposition disease, right ankle and foot
14178D2F-0CFA-4C64-8F67-8F8BD3772DEB	2	C78.6	Secondary malignant neoplasm of retroperitoneum and peritoneum
14178D2F-0CFA-4C64-8F67-8F8BD3772DEB	3	C57.22	Malignant neoplasm of left round ligament
19A639BE-94DE-4CAE-913A-2CBFD0415125	1	H94.0	Acoustic neuritis in infectious and parasitic diseases classified elsewhere
19A639BE-94DE-4CAE-913A-2CBFD0415125	2	J70.0	Acute pulmonary manifestations due to radiation
19A639BE-94DE-4CAE-913A-2CBFD0415125	3	F63	Impulse disorders
B9527F32-CAA9-4CBE-8451-243C1A85C1F9	1	D14.2	Benign neoplasm of trachea
B9527F32-CAA9-4CBE-8451-243C1A85C1F9	2	G44.1	Vascular headache, not elsewhere classified
B9527F32-CAA9-4CBE-8451-243C1A85C1F9	3	C41.0	Malignant neoplasm of bones of skull and face
E3C491CC-1D23-4D20-A53D-94DA6A43068C	1	F06.0	Psychotic disorder with hallucinations due to known physiological condition
E3C491CC-1D23-4D20-A53D-94DA6A43068C	2	M06.31	Rheumatoid nodule, shoulder
E3C491CC-1D23-4D20-A53D-94DA6A43068C	3	M05.29	Rheumatoid vasculitis with rheumatoid arthritis of multiple sites
E3C491CC-1D23-4D20-A53D-94DA6A43068C	4	D13.9	Benign neoplasm of ill-defined sites within the digestive system
E3C491CC-1D23-4D20-A53D-94DA6A43068C	5	C32.3	Malignant neoplasm of laryngeal cartilage
C2F0DB85-FE31-49F8-9EB9-4878A4480DAB	1	F64.2	Gender identity disorder of childhood
C2F0DB85-FE31-49F8-9EB9-4878A4480DAB	2	G73.7	Myopathy in diseases classified elsewhere
49B15A16-5970-40AD-91C9-96D711C6ADAD	1	C71.7	Malignant neoplasm of brain stem
49B15A16-5970-40AD-91C9-96D711C6ADAD	2	Q62	Congenital obstructive defects of renal pelvis and congenital malformations of ureter
49B15A16-5970-40AD-91C9-96D711C6ADAD	3	H18.823	Corneal disorder due to contact lens, bilateral
49B15A16-5970-40AD-91C9-96D711C6ADAD	4	I25.111	Atherosclerotic heart disease of native coronary artery with angina pectoris with documented spasm
49B15A16-5970-40AD-91C9-96D711C6ADAD	5	D71	Functional disorders of polymorphonuclear neutrophils
72A6F03E-EF5A-40BD-99BB-F7E22A47073F	1	E11.9	Type 2 diabetes mellitus without complications
72A6F03E-EF5A-40BD-99BB-F7E22A47073F	2	K50.81	Crohns disease of both small and large intestine with complications",77
"491","African American","Female","English","Metabolic disorders following an ectopic and molar pregnancy",378
"492","African American","Female","English","Methicillin resistant Staphylococcus aureus infection as the cause of diseases classified elsewhere",398
"493","African American","Female","English","Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere",227
"494","African American","Female","English","Minor laceration of pulmonary blood vessels",105
"495","African American","Female","English","Miscellaneous cardiovascular devices associated with adverse incidents, not elsewhere classified",326
"496","African American","Female","English","Mononeuropathy in diseases classified elsewhere",199
"497","African American","Female","English","Mood disorder due to known physiological condition with manic features",976
"498","African American","Female","English","Moyamoya disease",438
"499","African American","Female","English","Multiple valve diseases",157
"500","African American","Female","English","Myelitis in diseases classified elsewhere",436
"501","African American","Female","English","Myotonic disorders",278
"502","African American","Female","English","Neonatal cardiac failure",72
"503","African American","Female","English","Neoplasm of uncertain behavior of brain and central nervous system",129
"504","African American","Female","English","Neoplasm of uncertain behavior of brain, infratentorial",139
"505","African American","Female","English","Neoplasm of uncertain behavior of larynx",79
"506","African American","Female","English","Neoplasm of uncertain behavior of left kidney",106
"507","African American","Female","English","Neoplasm of uncertain behavior of left ovary",155
"508","African American","Female","English","Neoplasm of uncertain behavior of left testis",476
"509","African American","Female","English","Neoplasm of uncertain behavior of lip, oral cavity and pharynx",451
"510","African American","Female","English","Neoplasm of uncertain behavior of meninges",235
"511","African American","Female","English","Neoplasm of uncertain behavior of middle ear and respiratory and intrathoracic organs",651
"512","African American","Female","English","Neoplasm of uncertain behavior of ovary",123
"513","African American","Female","English","Neoplasm of uncertain behavior of pituitary gland",127
"514","African American","Female","English","Neoplasm of uncertain behavior of right adrenal gland",243
"515","African American","Female","English","Neoplasm of uncertain behavior of right ovary",396
"516","African American","Female","English","Neoplasm of uncertain behavior of spinal meninges",197
"517","African American","Female","English","Neoplasm of uncertain behavior of the submandibular salivary glands",257
"518","African American","Female","English","Neoplasm of uncertain behavior of tongue",392
"519","African American","Female","English","Nerve root and plexus disorders",89
"520","African American","Female","English","Niemann-Pick disease type C",205
"521","African American","Female","English","Niemann-Pick disease type D",489
"522","African American","Female","English","Noninfective disorders of pinna, right ear",240
"523","African American","Female","English","Noninflammatory disorders of testis",477
"524","African American","Female","English","Nonpneumonic Legionnaires disease [Pontiac fever]
AE8B15C5-7EB1-42D0-A6B8-68CD317DF40A	5	Z12.13	Encounter for screening for malignant neoplasm of small intestine
AE8B15C5-7EB1-42D0-A6B8-68CD317DF40A	6	B57.31	Megaesophagus in Chagas disease",220
"525","African American","Female","English","Nonrheumatic pulmonary valve insufficiency",257
"526","African American","Female","English","Nonrheumatic tricuspid valve disorders",236
"527","African American","Female","English","Oligospermia due to systemic disease",260
"528","African American","Female","English","Oncovirus as the cause of diseases classified elsewhere",530
"529","African American","Female","English","Osteitis deformans in neoplastic diseases, hand",456
"530","African American","Female","English","Osteitis deformans in neoplastic diseases, left lower leg",664
"531","African American","Female","English","Osteitis deformans in neoplastic diseases, left upper arm",495
"532","African American","Female","English","Osteitis deformans in neoplastic diseases, multiple sites",217
"533","African American","Female","English","Osteitis deformans in neoplastic diseases, right ankle and foot",205
"534","African American","Female","English","Osteonecrosis in diseases classified elsewhere, ankle and foot",290
"535","African American","Female","English","Osteonecrosis in diseases classified elsewhere, forearm",529
"536","African American","Female","English","Osteonecrosis in diseases classified elsewhere, left ankle and foot",161
"537","African American","Female","English","Osteonecrosis in diseases classified elsewhere, left forearm",459
"538","African American","Female","English","Osteonecrosis in diseases classified elsewhere, left hand",311
"539","African American","Female","English","Osteonecrosis in diseases classified elsewhere, left upper arm",309
"540","African American","Female","English","Osteonecrosis in diseases classified elsewhere, right ankle and foot",506
"541","African American","Female","English","Osteonecrosis in diseases classified elsewhere, right upper arm",887
"542","African American","Female","English","Osteonecrosis in diseases classified elsewhere, shoulder",281
"543","African American","Female","English","Osteonecrosis in diseases classified elsewhere, upper arm",278
"544","African American","Female","English","Osteopathies in diseases classified elsewhere",331
"545","African American","Female","English","Osteopathy in diseases classified elsewhere, ankle and foot",351
"546","African American","Female","English","Osteopathy in diseases classified elsewhere, left ankle and foot",449
"547","African American","Female","English","Osteopathy in diseases classified elsewhere, left hand",491
"548","African American","Female","English","Osteopathy in diseases classified elsewhere, left thigh",129
"549","African American","Female","English","Osteopathy in diseases classified elsewhere, lower leg",384
"550","African American","Female","English","Osteopathy in diseases classified elsewhere, right upper arm",144
"551","African American","Female","English","Osteopathy in diseases classified elsewhere, shoulder",458
"552","African American","Female","English","Osteopathy in diseases classified elsewhere, thigh",280
"553","African American","Female","English","Otitis media in diseases classified elsewhere, bilateral",202
"554","African American","Female","English","Otitis media in diseases classified elsewhere, right ear",135
"555","African American","Female","English","Papulosquamous disorders in diseases classified elsewhere",387
"556","African American","Female","English","Partial loss of teeth due to periodontal diseases",554
"557","African American","Female","English","Partial loss of teeth due to periodontal diseases, class III",157
"558","African American","Female","English","Partial loss of teeth due to periodontal diseases, class IV",363
"559","African American","Female","English","Patellofemoral disorders",435
"560","African American","Female","English","Patellofemoral disorders, left knee",379
"561","African American","Female","English","Pathological fracture in neoplastic disease, ankle and foot",355
"562","African American","Female","English","Pathological fracture in neoplastic disease, left ankle",213
"563","African American","Female","English","Pathological fracture in neoplastic disease, left femur",457
"564","African American","Female","English","Pathological fracture in neoplastic disease, left hand",194
"565","African American","Female","English","Pathological fracture in neoplastic disease, left tibia",420
"566","African American","Female","English","Pathological fracture in neoplastic disease, right fibula",72
"567","African American","Female","English","Pathological fracture in neoplastic disease, right foot",299
"568","African American","Female","English","Pathological fracture in neoplastic disease, right humerus",444
"569","African American","Female","English","Pathological fracture in neoplastic disease, shoulder",174
"570","African American","Female","English","Periodic limb movement disorder",490
"571","African American","Female","English","Phobic anxiety disorders",176
